"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo","passAttMedian","passCompMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"JUSTINBROWN","Justin Brown","WR","PIT",404,17.9000018899475,NA,NA,22.375,NA,NA,17.0875,NA,NA,22.875,18.5,NA,NA,1,NA,NA,NA,0,13.6395833333333,17.9000018899475,NA,8.93956969042694,NA,3.76485109178689
"DARIUSJOHNSON","Darius Johnson","WR","ATL",405,17.675,NA,NA,NA,NA,NA,25.525,NA,NA,27.125,10.625,8.625,NA,NA,NA,NA,NA,NA,17.975,17.675,NA,9.69828163473647,NA,3.9244306490488
"GARYBARNIDGE","Gary Barnidge","TE","CLE",406,17.6205900742695,NA,NA,NA,NA,NA,21.0875,16.75,9.625,12.375,19.75,6.25,11.625,NA,NA,26.95,NA,0,13.7402777777778,17.6205900742695,NA,6.83254566362609,NA,3.32168163352422
"MYLESWHITE","Myles White","WR","GB",407,17.5091991288073,NA,NA,NA,NA,NA,20.8375,1.125,36.125,NA,NA,NA,NA,NA,NA,NA,NA,0,13.771875,17.5091991288073,NA,17.5465586013326,NA,5.57515537137804
"EDWINBAKER","Edwin Baker","RB","CLE",408,17.3025514942659,111.27,10.475,5.5,19.25,NA,11.0975,39.625,NA,NA,NA,9.475,1.125,NA,NA,NA,0,0,22.4455,17.3025514942659,NA,36.4052061484319,NA,9.54168660723882
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",409,16.9872268414776,15.685,NA,NA,NA,NA,25.4125,28.125,29.125,7.25,5,13.75,1.25,NA,NA,12.0625,NA,0,15.2580555555556,16.9872268414776,NA,10.2420753495216,NA,4.03880654743562
"WILLISMCGAHEE","Willis McGahee","RB",NA,410,16.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.875,NA,NA,NA,16.9375,16.9375,NA,NA,NA,NA
"STORMJOHNSON","Storm Johnson","RB","JAC",411,16.7735157949464,NA,35.9,11.075,NA,NA,17.765,1.15,NA,NA,15.125,21.625,NA,NA,NA,13.2575,0,0,14.4421875,16.7735157949464,162.5,10.6588057017705,21.5,5.14002262791517
"ALLENREISNER","Allen Reisner","TE","MIN",412,16.63625,26.235,NA,NA,NA,NA,7.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63625,16.63625,NA,13.5746824318287,NA,4.73975236318451
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",413,16.5971872306079,NA,NA,34.875,NA,NA,24.625,NA,NA,12,NA,NA,NA,1.5,NA,NA,NA,NA,12.1666666666667,16.5971872306079,NA,14.5677297476305,NA,4.94861957844892
"DIONSIMS","Dion Sims","TE","MIA",414,16.5839611095099,7.735,NA,NA,NA,NA,20.5,15,NA,13.125,17.25,17.5,4.375,NA,NA,18.875,NA,0,14.2425,16.5839611095099,NA,5.62885931098452,NA,3.06851080014351
"LOGANPAULSEN","Logan Paulsen","TE","WAS",415,16.5800573730469,11.14,NA,NA,NA,NA,24,44.375,24,7.5,18.5,17.625,12.125,NA,NA,21.375,NA,0,19.0794444444444,16.5800573730469,NA,10.7972310622266,NA,4.1555722099632
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",416,16.225,30.415,NA,NA,NA,NA,16.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.5466666666667,16.225,NA,10.0338452250371,NA,3.99500959482001
"ERIKLORIG","Erik Lorig","RB","NO",417,16.1669727653977,26.205,19.075,15.7,NA,NA,17.3875,NA,NA,NA,NA,1.5,3.75,NA,NA,12.93,NA,NA,13.7153571428571,16.1669727653977,NA,8.67216632393544,NA,3.70860825660405
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",418,15.9997657296594,NA,27.94,NA,NA,NA,18.392,NA,NA,NA,6.1,5.86,33.4,NA,16.14,NA,48,28.9000267149283,14.826,15.9997657296594,NA,11.2121519789914,NA,4.2428423481133
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",419,15.8750058660851,NA,25,16.125,NA,NA,13.0775,12.925,6.7,30.025,4.125,11.675,1.875,NA,46.275,NA,0,0,13.3585416666667,15.8750058660851,NA,13.547970248241,NA,4.73413400108753
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",420,15.8089781143343,21.325,21.175,15.125,NA,NA,18.15,1.575,NA,NA,NA,7.075,1.625,NA,NA,NA,NA,0,10.6415,15.8089781143343,NA,8.74357757497032,NA,3.72362815435198
"DARRELYOUNG","Darrel Young","RB","WAS",421,15.6706684345439,16.09,36.35,27.25,NA,NA,31.8,NA,NA,4.875,4.625,8.05,8.375,NA,NA,NA,NA,NA,17.139375,15.6706684345439,NA,12.8382920363541,NA,4.58486768769848
"BRUCEELLINGTON","Bruce Ellington","WR","SF",422,15.6562383126487,NA,NA,NA,NA,NA,25.5625,26.875,NA,NA,9.25,3.75,8.5,NA,51.375,NA,NA,0,17.3303571428571,15.6562383126487,NA,17.7187408142245,NA,5.61137038223657
"CHASECOFFMAN","Chase Coffman","TE","ATL",423,15.42,30.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.42,15.42,NA,NA,NA,NA
"PLAXICOBURRESS","Plaxico Burress","WR","PIT",424,14.96,14.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,14.96,NA,NA,NA,NA
"CHRISTIANPONDER","Christian Ponder","QB","MIN",425,14.8859221003108,186.18,NA,NA,NA,NA,2.2,9.4,NA,NA,NA,16.78,NA,NA,32.06,NA,215.978211874076,27.2041436590814,32.75,14.8859221003108,NA,77.3002579555851,NA,18.1431252830557
"LAVELLEHAWKINS","Lavelle Hawkins","WR","TB",426,14.86,-0.03,NA,NA,NA,NA,17.125,NA,14.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6516666666667,14.86,NA,9.32304984076205,NA,3.84550830704254
"ANTONESMITH","Antone Smith","RB","ATL",427,14.7917000609889,NA,4.525,NA,NA,NA,9.8125,15.175,NA,11.95,9.625,21.325,5.75,NA,NA,NA,NA,0,11.1660714285714,14.7917000609889,NA,5.73780733692883,NA,3.09142579163027
"JEFFWILLIAMS","Jeff Williams","RB",NA,428,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75,NA,NA,NA,NA,NA,14.75,14.75,NA,NA,NA,NA
"FRANKSUMMERS","Frank Summers","RB","BUF",429,14.7206693517474,17.5,26.9,12.125,NA,NA,19.5125,NA,NA,5.475,1.125,5.25,1.125,NA,NA,15.0675,NA,NA,11.4791111111111,14.7206693517474,NA,8.95184921344622,NA,3.76743383858758
"MICHAELFORD","Michael Ford","RB","CHI",430,14.7016178665383,NA,20.8,10,NA,NA,15.4,1.6,NA,23.75,11.75,14.8,0.4,15.225,NA,10.2125,NA,0,11.0800324675325,14.7016178665383,NA,7.40668159783224,NA,3.44243939788517
"JAMESHANNA","James Hanna","TE","DAL",431,14.6432100810483,30.485,NA,NA,NA,NA,20.125,9.375,NA,9.875,3.125,13.375,3.75,NA,NA,NA,NA,0,12.7528571428571,14.6432100810483,NA,9.68248154191495,NA,3.92110742231425
"JURONCRINER","Juron Criner","WR","OAK",432,14.5937479279288,NA,51,NA,NA,NA,28.9375,20.375,NA,10.5,6.25,3.5,7.25,0.75,34.75,NA,NA,0,16.33125,14.5937479279288,NA,17.001206299113,NA,5.46045165596577
"DANIELFELLS","Daniel Fells","TE","NYG",433,14.59,7.18,NA,NA,NA,NA,3.2875,NA,NA,13.5,19.75,14.75,31,NA,NA,NA,NA,NA,14.86125,14.59,NA,9.78941057342065,NA,3.9435977595682
"JEDCOLLINS","Jed Collins","RB","DET",434,14.5648576809059,14.155,29.65,11.175,NA,NA,20.4125,NA,NA,NA,1.25,2.125,NA,7.05,NA,17.8475,NA,NA,13.5740178571429,14.5648576809059,NA,9.65140374227649,NA,3.91457084206903
"JARONBROWN","Jaron Brown","WR","ARI",435,14.499996327655,52.39,NA,NA,NA,NA,27.5875,14.5,NA,10.875,6.25,4.875,NA,NA,NA,NA,NA,0,16.5025,14.499996327655,NA,18.0884383251199,NA,5.68912870086064
"VIRGILGREEN","Virgil Green","TE","DEN",436,14.4498745338373,NA,NA,NA,NA,NA,23.6875,6.9,NA,NA,2.5,14.25,12.875,NA,NA,19.85,NA,0,11.5803571428571,14.4498745338373,NA,7.86732860474253,NA,3.53932708492911
"MATTMCGLOIN","Matt McGloin","QB","OAK",437,14.2960430293842,1.31,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,30.08,NA,0,0,7.18833333333333,14.2960430293842,NA,14.5597126803153,NA,4.94693335212507
"DANIELHERRON","Daniel Herron","RB","IND",438,13.9608425382439,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.625,14.4,0.625,NA,NA,27.2375,NA,NA,12.796875,13.9608425382439,NA,10.9362850515688,NA,4.18481937579623
"JOHNATHANFRANKLIN","Johnathan Franklin","RB",NA,439,13.6731876778842,NA,NA,NA,NA,NA,6.325,NA,12.65,NA,NA,NA,NA,NA,32.575,NA,0,0,4.19375,13.6731876778842,NA,13.6995970135378,NA,4.76602559348514
"RHETTELLISON","Rhett Ellison","TE","MIN",440,13.6084703018576,NA,NA,NA,NA,NA,21.75,9.875,NA,6.5,2.5,13.5,2.5,NA,NA,19.325,NA,0,9.04375,13.6084703018576,NA,7.71336772536268,NA,3.50694455931928
"BEARPASCOE","Bear Pascoe","TE","ATL",441,13.5137096406597,17.225,NA,NA,NA,NA,19,9.575,NA,NA,NA,5,3.125,NA,NA,17.025,NA,0,10.1288095238095,13.5137096406597,NA,6.85585516183065,NA,3.32658431026653
"MATTFLYNN","Matt Flynn","QB","GB",442,12.5701246284565,NA,21.48,NA,NA,NA,12.764,45.74,1.16,8.3,7,6.46,NA,NA,NA,NA,23.4000160469603,16.626606774616,11.0171111111111,12.5701246284565,NA,15.0813200887405,NA,5.05664281422768
"RODNEYSMITH","Rodney Smith","WR","MIN",443,12.475,NA,NA,NA,NA,NA,12.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.475,12.475,NA,NA,NA,NA
"TAVARRESKING","Tavarres King","WR","CAR",444,12.4375050034395,NA,NA,NA,NA,NA,26.55,NA,NA,22.25,3.125,7.125,3.125,NA,NA,NA,NA,0,10.3625,12.4375050034395,NA,11.1480463535097,NA,4.22935903944906
"TJJONES","T.J. Jones","WR","DET",445,12.1250008961832,NA,NA,37.375,NA,NA,24.125,NA,NA,NA,3.75,3.125,2.5,NA,NA,NA,NA,0,11.8125,12.1250008961832,NA,15.8455928415443,NA,5.21739197395096
"STEPHENHOUSTON","Stephen Houston","RB","NEP",446,12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,12,NA,NA,NA,NA
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",447,11.7536971087308,NA,16.08,5.32,NA,NA,11.352,40,10.24,7.74,13.2,0.92,NA,NA,NA,NA,35.0000519192056,24.0000366621613,9.7352,11.7536971087308,NA,11.84027971436,NA,4.37495618481489
"DOMENIKHIXON","Domenik Hixon","WR",NA,448,11.6875046257998,12.2,NA,NA,NA,NA,5.725,NA,NA,11.75,NA,19.125,NA,NA,16.25,NA,NA,NA,9.13857142857143,11.6875046257998,NA,5.07951154147719,NA,2.9529667198133
"JOSEPHMORGAN","Joseph Morgan","WR","NO",449,11.675,NA,NA,NA,NA,NA,37.9,11.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.5583333333333,11.675,NA,18.5085199975579,NA,5.77748429853415
"JORVORSKIELANE","Jorvorskie Lane","RB","TB",450,11.5994350179173,26.37,17.025,4.3,NA,NA,10.6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.442,11.5994350179173,NA,9.41642146620289,NA,3.86514712090389
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",451,11.4999928936695,NA,NA,NA,NA,NA,8.4875,3.125,NA,6.75,28.25,22.5,27.625,NA,NA,NA,NA,0,13.8196428571429,11.4999928936695,NA,11.2705656930638,NA,4.25512847949638
"ANTHONYARMSTRONG","Anthony Armstrong","WR","CLE",452,11.0625,NA,NA,NA,NA,NA,12.8625,NA,NA,NA,NA,NA,NA,NA,NA,12.8875,NA,NA,8.58333333333333,11.0625,NA,0.0176776695296627,NA,1.88831337637106
"JAMESCASEY","James Casey","TE","PHI",453,11.0381018943395,9.11,NA,NA,NA,NA,15.9,4.75,NA,20.5,2.5,3.75,NA,NA,NA,NA,NA,0,9.39833333333333,11.0381018943395,NA,7.30338391888765,NA,3.42071284145516
"WILLJOHNSON","Will Johnson","RB","PIT",454,11.0255092837227,NA,19.125,11.875,NA,NA,15.5,NA,NA,3.25,13.5,7.475,4.25,NA,NA,11.9125,NA,NA,9.65416666666667,11.0255092837227,NA,5.5033733060311,NA,3.0421173826374
"BRITTANGOLDEN","Brittan Golden","WR","ARI",455,10.984375,NA,NA,NA,NA,NA,10.6875,12.875,NA,11.875,NA,3.375,NA,NA,NA,NA,NA,0,9.703125,10.984375,NA,4.31246225828895,NA,2.79163357364721
"DEREKMOYE","Derek Moye","WR","PIT",456,10.9,NA,NA,NA,NA,NA,24.675,NA,NA,9.25,12.25,4.5,NA,NA,NA,NA,NA,NA,12.66875,10.9,NA,8.61668379269736,NA,3.69693863964712
"JASONCAMPBELL","Jason Campbell","QB","CIN",457,10.5801599542309,9.71,NA,7.04,NA,NA,6.4,67.86,13.92,2.9,3.7,7.16,NA,NA,19.62,NA,24.8908229249844,16.4424109658005,12.3077272727273,10.5801599542309,NA,20.3603301654085,NA,6.16697473549785
"JIMMYCLAUSEN","Jimmy Clausen","QB","CHI",458,10.5001305566773,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,9.4,NA,NA,15.98,30.5,17,8.745,10.5001305566773,NA,3.41566977326556,NA,2.60301159558402
"NAAMANROOSEVELT","Naaman Roosevelt","WR","DET",459,10.4125,NA,NA,NA,NA,NA,10.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4125,10.4125,NA,NA,NA,NA
"MARKSANCHEZ","Mark Sanchez","QB","PHI",460,10.2896340098443,0.94,20.18,7.54,NA,NA,11.212,1.2,8.76,11,19.6,6.72,NA,NA,37.56,NA,26.5274200505419,17.0000487590486,11.3215454545455,10.2896340098443,132,10.9271214548429,0,3.02178576068393
"JORDANPALMER","Jordan Palmer","QB","CHI",461,10.2807997125961,NA,21.46,19.2,NA,NA,18.854,6.5,NA,2.9,NA,1.06,NA,NA,NA,NA,46,28,8.18425,10.2807997125961,NA,9.16917011875484,NA,3.81314285122803
"JOSHBOYCE","Josh Boyce","WR","NE",462,10.2530950173185,NA,NA,NA,NA,NA,14.0625,17.475,NA,6.5,4.375,5.375,9.375,NA,31.125,NA,0,0,11.0359375,10.2530950173185,NA,9.45639939846733,NA,3.87355566222033
"MICHAELEGNEW","Michael Egnew","TE","MIA",463,10.1650058225428,13.68,NA,NA,NA,NA,11.4375,5.125,NA,NA,11.25,12.5,13.5,NA,NA,NA,NA,0,11.22375,10.1650058225428,NA,3.16482770068135,NA,2.55025209023304
"JOSHCOOPER","Josh Cooper","WR","CLE",464,10.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,13.75,NA,NA,NA,NA,NA,10.125,10.125,NA,5.12652416360247,NA,2.96285486442568
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",465,10.09625,NA,21.975,7.45,NA,NA,14.7125,NA,NA,6.675,10.5,7.125,NA,NA,NA,14.535,NA,NA,11.7889285714286,10.09625,NA,5.6007058175521,NA,3.06258928796617
"STANLEYHAVILI","Stanley Havili","RB","IND",466,10.0624927861545,20.13,17.9,7.275,NA,NA,12.5875,21.125,NA,9.2,3,6.125,1.875,NA,NA,15.8825,NA,0,11.434,10.0624927861545,NA,7.03473416144649,NA,3.36420785339939
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",467,9.97306493714966,NA,NA,20.875,NA,NA,19.1875,16.875,NA,7.5,NA,4.625,1.25,2.5,NA,NA,NA,0,8.09027777777778,9.97306493714966,NA,8.33431169852047,NA,3.6375474384016
"CRAIGSTEVENS","Craig Stevens","TE","TEN",468,9.96147503049444,7.5,NA,NA,NA,NA,8.875,18.25,NA,8.5,4.375,3.875,3.125,NA,NA,10.375,NA,0,8.015625,9.96147503049444,NA,4.86672259732212,NA,2.90821091261509
"DAVIDPAULSON","David Paulson","TE","PIT",469,9.940625,27.165,NA,NA,NA,NA,13.7625,7.125,17,19.75,1.875,5.125,1.25,NA,NA,NA,NA,0,10.4940625,9.940625,NA,9.30567827203792,NA,3.84185455245659
"LAMICHAELJAMES","LaMichael James","RB","SF",470,9.89954099620618,-8.55,10.875,7.475,NA,NA,6.8875,28.325,NA,13.5,7.5,4.075,2.625,NA,NA,18.7975,0,0,7.62590909090909,9.89954099620618,NA,9.85968941081705,NA,3.9583794772421
"ALANBONNER","Alan Bonner","WR","HOU",471,9.89375,NA,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89375,9.89375,NA,NA,NA,NA
"GREGSALAS","Greg Salas","WR","NYJ",471,9.89375,NA,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89375,9.89375,NA,NA,NA,NA
"CHRISHOGAN","Chris Hogan","WR","BUF",473,9.76875,NA,NA,NA,NA,NA,9.85,NA,NA,NA,NA,19.125,6.25,NA,NA,NA,NA,NA,11.7416666666667,9.76875,NA,6.64268080923157,NA,3.28174744027589
"THADDEUSLEWIS","Thaddeus Lewis","QB","BUF",474,9.71993004595181,1.46,NA,NA,NA,NA,7.9,4.24,7.9,8.16,43.9,12.42,NA,NA,NA,NA,24.9999372552811,18.5000290202488,10.67875,9.71993004595181,NA,14.3579312742536,NA,4.90449275568461
"BRICEBUTLER","Brice Butler","WR","OAK",475,9.56250437404106,17.115,NA,NA,NA,NA,25.525,6.625,NA,4.5,NA,1.375,NA,NA,NA,NA,NA,0,9.145,9.56250437404106,NA,10.0299075269915,NA,3.99418138048192
"CYRUSGRAY","Cyrus Gray","RB","KC",476,9.36528858204735,-0.03,23.65,5.35,NA,NA,14.5,15.975,NA,3.725,NA,6.225,8.5,13.525,NA,NA,NA,0,8.74,9.36528858204735,NA,7.35335259894726,NA,3.43122273246278
"RYANWILLIAMS","Ryan Williams","RB","DAL",477,9.22677183154191,NA,20.475,NA,NA,NA,11.4375,14,6.3,7.65,2,7.125,3.75,NA,NA,NA,NA,0,7.33194444444444,9.22677183154191,NA,5.99690000832275,NA,3.14592064188397
"MICHAELCAMPANARO","Michael Campanaro","WR","BAL",478,9.1875,NA,NA,NA,NA,NA,9.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1875,9.1875,NA,NA,NA,NA
"FOZZYWHITTAKER","Fozzy Whittaker","RB","CAR",479,9.125,22.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.375,NA,NA,NA,16.00625,9.125,NA,14.7537829894573,NA,4.98775207686355
"GERELLROBINSON","Gerell Robinson","TE","DEN",480,9.1,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,NA,NA,NA,NA
"CHRISGRAGG","Chris Gragg","TE","BUF",481,8.878125,NA,NA,NA,NA,NA,10.1375,NA,NA,NA,5,18.25,7.5,NA,NA,NA,NA,NA,10.221875,8.878125,NA,5.74846333633317,NA,3.09366706340657
"CHASEFORD","Chase Ford","TE","MIN",482,8.77955681214955,NA,NA,NA,NA,NA,10.625,19.125,NA,NA,NA,2.375,6.875,NA,NA,NA,NA,0,7.8,8.77955681214955,NA,7.1019363556709,NA,3.37834246203682
"ARTHURLYNCH","Arthur Lynch","TE","MIA",483,8.65011880844767,NA,NA,NA,NA,NA,16.875,NA,NA,6.25,NA,5.25,NA,NA,NA,NA,NA,NA,7.09375,8.65011880844767,NA,6.44245359574544,NA,3.23963373649206
"COLTLYERLA","Colt Lyerla","TE","GB",484,8.625,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,17.25,NA,NA,NA,NA,NA,0,10.1875,8.625,NA,4.41941738241592,NA,2.81412939895099
"KYLEORTON","Kyle Orton","QB","DAL",485,8.44452562362455,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14,NA,NA,15.66,NA,0,0,4.64,8.44452562362455,NA,5.86665151513195,NA,3.11852553227312
"KENJONBARNER","Kenjon Barner","RB","CAR",486,8.43750811661508,6.95,NA,14.925,19.675,NA,14.025,2.275,NA,6.7,8.5,6.25,1.625,NA,NA,11.885,0,0,9.125,8.43750811661508,NA,5.76162342091571,NA,3.09643501834252
"BRADIEEWING","Bradie Ewing","RB","JAC",487,8.40594459453388,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,NA,NA,NA,10.225,NA,NA,7.55625,8.40594459453388,NA,6.00140608524369,NA,3.14686840310669
"CEDRICPEERMAN","Cedric Peerman","RB","CIN",488,8.24270747383386,NA,10.95,17.175,NA,NA,14.0625,21.875,NA,5.975,1,4.15,2.125,NA,NA,NA,NA,0,8.59027777777778,8.24270747383386,NA,7.58229680824965,NA,3.47937646963823
"HENRYHYNOSKI","Henry Hynoski","RB","NYG",489,8.23749695140203,NA,19.7,4.575,NA,NA,12.1375,NA,NA,NA,NA,2.625,NA,6.65,NA,12.2,NA,NA,8.26964285714286,8.23749695140203,NA,6.28965627372964,NA,3.20749594140268
"TANDONDOSS","Tandon Doss","WR","JAC",490,8.23,17.38,NA,NA,NA,NA,13.6,8,NA,10,2.5,9,4.375,1.25,33.125,NA,NA,0,10.3348888888889,8.23,NA,9.76074582333634,NA,3.93756871499893
"TERRENCETOLIVER","Terrence Toliver","WR","CHI",491,8.1625,NA,NA,NA,NA,NA,8.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1625,8.1625,NA,NA,NA,NA
"FELIXJONES","Felix Jones","RB",NA,492,8.07,17.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,8.07,NA,NA,NA,NA
"STEPHENWILLIAMS","Stephen Williams","WR","JAC",493,8.045,8.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.045,8.045,NA,NA,NA,NA
"JOEMCKNIGHT","Joe McKnight","RB","KC",494,8.02211959391943,-0.12,13.075,NA,NA,NA,9.6625,3.425,NA,NA,NA,NA,20.425,4.575,NA,NA,NA,0,5.7413125,8.02211959391943,NA,7.48268675287605,NA,3.4584255294895
"ZACHPOTTER","Zach Potter","TE","HOU",495,7.9775,15.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,7.9775,7.9775,NA,9.74746697865656,NA,3.93477578130276
"DAMARISJOHNSON","Damaris Johnson","WR","PHI",496,7.90896475026573,32.995,NA,NA,NA,NA,13.3125,3.125,9.5,15.125,NA,4.625,NA,2.75,NA,NA,NA,0,8.18416666666667,7.90896475026573,NA,10.6168524363279,NA,4.11763325107858
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB","PIT",497,7.87802791282836,1.93,NA,NA,NA,NA,15.23,0.24,7.4,11.2,8.1,8.24,NA,NA,NA,13.7,27.9999900390639,15.0000125694142,7.07111111111111,7.87802791282836,NA,5.23685838211095,NA,2.98606141319887
"CORYHARKEY","Cory Harkey","TE","STL",498,7.82656965010576,NA,NA,NA,NA,NA,21.1875,NA,NA,8.75,NA,2,3.75,NA,NA,NA,NA,NA,5.94791666666667,7.82656965010576,NA,8.66286600357141,NA,3.70665212421782
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",499,7.77571031227259,38.705,8.675,NA,NA,NA,6.5175,1.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.025,7.77571031227259,NA,16.737962885683,NA,5.40508378192299
"JEWELHAMPTON","Jewel Hampton","RB","SFO",500,7.675,NA,NA,NA,NA,NA,NA,7.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.675,7.675,NA,NA,NA,NA
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",501,7.62499258920293,NA,NA,NA,NA,NA,19.2375,NA,NA,11.25,6.25,4,3.125,NA,NA,NA,NA,0,7.31041666666667,7.62499258920293,NA,6.64620662483495,NA,3.28248902355686
"MICHAELCOX","Michael Cox","RB","NYG",502,7.62295090850358,12.225,11.475,NA,NA,NA,5.2425,21.875,NA,NA,4.75,2.625,5.375,NA,NA,9.6825,0,0,8.01355555555556,7.62295090850358,NA,6.19360182538631,NA,3.18729285055294
"MATTSPAETH","Matt Spaeth","TE","PIT",503,7.5493331828353,NA,NA,NA,NA,NA,15.125,11,NA,9.625,0.625,3.75,7.25,NA,NA,14.4875,NA,0,7.7328125,7.5493331828353,NA,5.36345174149384,NA,3.01268774008634
"ALVESTERALEXANDER","Alvester Alexander","RB",NA,504,7.51034283438737,NA,9.25,NA,NA,NA,6.9425,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.81958333333333,7.51034283438737,NA,2.77496208682809,NA,2.46825182317917
"JEROMEFELTON","Jerome Felton","RB","MIN",505,7.49374720728547,7.105,14.45,6.725,NA,NA,10.5875,NA,NA,NA,NA,1.375,NA,NA,NA,NA,NA,NA,6.68958333333333,7.49374720728547,NA,4.8632080461358,NA,2.90747169857412
"MIKEGILLISLEE","Mike Gillislee","RB","MIA",506,7.49344523208214,NA,8.65,22.475,NA,NA,11.5325,4.975,10.975,1.5,7.125,5.55,9.125,NA,NA,NA,0,0,8.19075,7.49344523208214,NA,5.91402121022575,NA,3.12848877988956
"ORSONCHARLES","Orson Charles","RB","CIN",507,7.47458223037385,5.185,14.15,NA,NA,NA,NA,NA,NA,2.375,NA,1.5,NA,NA,NA,NA,NA,NA,6.835,7.47458223037385,NA,5.78277110619698,NA,3.10088300190151
"MICHAELPRESTON","Michael Preston","WR","TEN",508,7.3733721499624,NA,NA,NA,NA,NA,7.5625,30.75,NA,9,4.375,3.875,1.25,NA,NA,13.55,NA,0,8.7953125,7.3733721499624,NA,9.96499192112544,NA,3.98052770899146
"KELLENWINSLOW","Kellen Winslow","TE",NA,509,7.3575,14.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.625,NA,NA,NA,NA,NA,21.965,7.3575,NA,41.4859548522147,NA,10.6103182991341
"ISAIAHPEAD","Isaiah Pead","RB","STL",510,7.35368415066423,19.805,11.2,NA,NA,NA,5.6,4.325,NA,3.6,2.625,4.275,4.75,NA,47.7,NA,0,0,10.271,7.35368415066423,NA,14.5975869390953,NA,4.95489942870138
"VONTALEACH","Vonta Leach","RB",NA,511,7.3375,15.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3375,7.3375,NA,NA,NA,NA
"RYANTAYLOR","Ryan Taylor","TE","GB",512,7.33195740418695,NA,NA,NA,NA,NA,8.375,NA,NA,NA,NA,2,NA,NA,NA,15.925,NA,NA,3.75714285714286,7.33195740418695,NA,6.97075737157257,NA,3.35075164267319
"ARMONBINNS","Armon Binns","WR","MIA",513,7.21875,NA,NA,NA,NA,NA,14.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21875,7.21875,NA,NA,NA,NA
